Date,PM2.5 Mean
2021-11-23,31.3765625
2021-11-24,31.56484375
2021-11-25,31.753125
2021-11-26,31.94140625
2021-11-27,32.1296875
2021-11-28,32.31796875
2021-11-29,32.50625
2021-11-30,32.69453125
2021-12-01,32.8828125
2021-12-02,33.07109375
2021-12-03,33.259375
2021-12-04,33.44765625
2021-12-05,33.6359375
2021-12-06,33.82421875
2021-12-07,34.0125
2021-12-08,34.20078125
2021-12-09,34.3890625
2021-12-10,34.57734375
2021-12-11,34.765625
2021-12-12,34.95390625
2021-12-13,35.1421875
2021-12-14,35.33046875
2021-12-15,35.51875
2021-12-16,35.70703125
2021-12-17,35.8953125
2021-12-18,36.08359375
2021-12-19,36.271875
2021-12-20,36.46015625
2021-12-21,36.6484375
2021-12-22,36.83671875
2021-12-23,37.025
2021-12-24,37.21328125
2021-12-25,37.4015625
2021-12-26,37.58984375
2021-12-27,37.778125
2021-12-28,37.96640625
2021-12-29,38.1546875
2021-12-30,38.34296875
2021-12-31,38.53125
2022-01-01,38.71953125
2022-01-02,38.9078125
2022-01-03,39.09609375
2022-01-04,39.284375
2022-01-05,39.47265625
2022-01-06,39.6609375
2022-01-07,39.84921875
2022-01-08,40.0375
2022-01-09,40.22578125
2022-01-10,40.4140625
2022-01-11,40.60234375
2022-01-12,40.790625
2022-01-13,40.97890625
2022-01-14,41.1671875
2022-01-15,41.35546875
2022-01-16,41.54375
2022-01-17,41.73203125
2022-01-18,41.9203125
2022-01-19,42.10859375
2022-01-20,42.296875
2022-01-21,42.48515625
2022-01-22,42.6734375
2022-01-23,42.86171875
2022-01-24,43.05
2022-01-25,43.23828125
2022-01-26,43.4265625
2022-01-27,43.61484375
2022-01-28,43.803125
2022-01-29,43.991406250000004
2022-01-30,44.1796875
2022-01-31,44.36796875
2022-02-01,44.55625
2022-02-02,44.74453125
2022-02-03,44.932812500000004
2022-02-04,45.12109375
2022-02-05,45.309375
2022-02-06,45.49765625
2022-02-07,45.6859375
2022-02-08,45.874218750000004
2022-02-09,46.0625
2022-02-10,46.25078125
2022-02-11,46.4390625
2022-02-12,46.62734375
2022-02-13,46.815625000000004
2022-02-14,47.00390625
2022-02-15,47.1921875
2022-02-16,47.38046875
2022-02-17,47.56875
2022-02-18,47.757031250000004
2022-02-19,47.9453125
2022-02-20,48.13359375
2022-02-21,48.321875
2022-02-22,48.51015625
2022-02-23,48.698437500000004
2022-02-24,48.88671875
2022-02-25,49.075
2022-02-26,49.26328125
2022-02-27,49.4515625
2022-02-28,49.639843750000004
2022-03-01,49.828125
2022-03-02,50.01640625
2022-03-03,50.2046875
2022-03-04,50.39296875
2022-03-05,50.581250000000004
2022-03-06,50.76953125
2022-03-07,50.9578125
2022-03-08,51.14609375
2022-03-09,51.334375
2022-03-10,51.522656250000004
2022-03-11,51.7109375
2022-03-12,51.89921875
2022-03-13,52.0875
2022-03-14,52.27578125
2022-03-15,52.464062500000004
2022-03-16,52.65234375
2022-03-17,52.840625
2022-03-18,53.02890625
2022-03-19,53.2171875
2022-03-20,53.405468750000004
2022-03-21,53.59375
2022-03-22,53.78203125
2022-03-23,53.9703125
2022-03-24,54.15859375
2022-03-25,54.346875000000004
2022-03-26,54.53515625
2022-03-27,54.7234375
2022-03-28,54.91171875
2022-03-29,55.1
2022-03-30,29.5
2022-03-31,11.0
